STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,24-05-2009,,,88,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,25-05-2009,,,89,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,26-05-2009,,,94,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,27-05-2009,,,99,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,28-05-2009,,,95,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,29-05-2009,,,88,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,30-05-2009,,,86,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,31-05-2009,,,85,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,01-06-2009,,,90,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,02-06-2009,,,97,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,03-06-2009,,,98,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,04-06-2009,,,99,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,05-06-2009,,,100,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,06-06-2009,,,98,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,07-06-2009,,,96,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,08-06-2009,,,96,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,09-06-2009,,,97,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,10-06-2009,,,93,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,11-06-2009,,,94,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,12-06-2009,,,97,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,13-06-2009,,,96,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,14-06-2009,,,92,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,15-06-2009,,,91,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,16-06-2009,,,89,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,17-06-2009,,,93,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,18-06-2009,,,95,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,19-06-2009,,,96,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,20-06-2009,,,98,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,21-06-2009,,,100,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,22-06-2009,,,100,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,23-06-2009,,,100,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,24-06-2009,,,101,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,25-06-2009,,,100,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,26-06-2009,,,102,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,27-06-2009,,,102,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,28-06-2009,,,97,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,29-06-2009,,,90,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,30-06-2009,,,86,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,01-07-2009,,,87,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,02-07-2009,,,85,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,03-07-2009,,,89,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,04-07-2009,,,90,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,05-07-2009,,,95,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,06-07-2009,,,96,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,07-07-2009,,,96,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,08-07-2009,,,94,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,09-07-2009,,,90,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,10-07-2009,,,88,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,11-07-2009,,,90,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,12-07-2009,,,92,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,13-07-2009,,,88,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,14-07-2009,,,88,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,15-07-2009,,,85,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,16-07-2009,,,91,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,17-07-2009,,,91,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,18-07-2009,,,91,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,19-07-2009,,,94,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,20-07-2009,,,91,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,21-07-2009,,,89,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,22-07-2009,,,90,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,23-07-2009,,,86,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,24-07-2009,,,85,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,25-07-2009,,,89,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,26-07-2009,,,93,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,27-07-2009,,,85,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,28-07-2009,,,86,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,29-07-2009,,,86,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,30-07-2009,,,89,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,31-07-2009,,,90,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,01-08-2009,,,91,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,02-08-2009,,,91,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,03-08-2009,,,92,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,04-08-2009,,,92,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,05-08-2009,,,91,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,06-08-2009,,,91,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,07-08-2009,,,92,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,08-08-2009,,,94,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,09-08-2009,,,94,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,10-08-2009,,,94,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,11-08-2009,,,87,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,12-08-2009,,,92,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,13-08-2009,,,90,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,14-08-2009,,,85,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,15-08-2009,,,82,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,16-08-2009,,,81,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,17-08-2009,,,83,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,18-08-2009,,,87,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,19-08-2009,,,88,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,20-08-2009,,,87,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,21-08-2009,,,84,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,22-08-2009,,,87,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,23-08-2009,,,89,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,24-08-2009,,,89,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,25-08-2009,,,83,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,26-08-2009,,,82,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,27-08-2009,,,83,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,28-08-2009,,,85,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,29-08-2009,,,87,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,30-08-2009,,,84,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,31-08-2009,,,87,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,01-09-2009,,,87,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,02-09-2009,,,84,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,03-09-2009,,,83,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,04-09-2009,,,82,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,05-09-2009,,,85,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,06-09-2009,,,85,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,07-09-2009,,,86,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,08-09-2009,,,83,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,09-09-2009,,,81,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,10-09-2009,,,77,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,11-09-2009,,,75,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,12-09-2009,,,76,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,13-09-2009,,,82,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,14-09-2009,,,84,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,15-09-2009,,,84,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,16-09-2009,,,85,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,17-09-2009,,,86,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,18-09-2009,,,86,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,19-09-2009,,,87,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,20-09-2009,,,88,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,21-09-2009,,,89,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,22-09-2009,,,89,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,23-09-2009,,,89,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,24-09-2009,,,88,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,25-09-2009,,,87,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,26-09-2009,,,88,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,27-09-2009,,,87,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,28-09-2009,,,87,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,29-09-2009,,,88,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,30-09-2009,,,89,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,01-10-2009,,,88,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,02-10-2009,,,88,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,03-10-2009,,,86,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,04-10-2009,,,78,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,05-10-2009,,,77,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,06-10-2009,,,78,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,07-10-2009,,,82,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,08-10-2009,,,83,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,09-10-2009,,,83,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,10-10-2009,,,84,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,11-10-2009,,,83,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,12-10-2009,,,81,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,13-10-2009,,,80,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,14-10-2009,,,82,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,15-10-2009,,,83,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,16-10-2009,,,79,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,17-10-2009,,,78,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,18-10-2009,,,80,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,19-10-2009,,,78,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,20-10-2009,,,77,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,21-10-2009,,,78,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,22-10-2009,,,77,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,23-10-2009,,,75,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,24-10-2009,,,75,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,25-10-2009,,,76,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,26-10-2009,,,77,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,27-10-2009,,,78,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,28-10-2009,,,74,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,29-10-2009,,,76,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,30-10-2009,,,76,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,31-10-2009,,,76,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,01-11-2009,,,76,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,02-11-2009,,,75,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,03-11-2009,,,75,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,04-11-2009,,,75,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,05-11-2009,,,75,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,06-11-2009,,,75,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,07-11-2009,,,74,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,08-11-2009,,,76,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,09-11-2009,,,77,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,10-11-2009,,,73,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,11-11-2009,,,69,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,12-11-2009,,,65,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,13-11-2009,,,67,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,14-11-2009,,,72,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,15-11-2009,,,73,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,16-11-2009,,,73,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,17-11-2009,,,70,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,18-11-2009,,,67,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,19-11-2009,,,64,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,20-11-2009,,,63,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,21-11-2009,,,64,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,22-11-2009,,,63,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,23-11-2009,,,64,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,24-11-2009,,,61,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,25-11-2009,,,65,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,26-11-2009,,,66,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,27-11-2009,,,63,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,28-11-2009,,,62,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,29-11-2009,,,62,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,30-11-2009,,,63,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,01-12-2009,,,62,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,02-12-2009,,,64,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,03-12-2009,,,62,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,04-12-2009,,,66,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,05-12-2009,,,67,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,06-12-2009,,,67,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,07-12-2009,,,63,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,08-12-2009,,,60,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,09-12-2009,,,64,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,10-12-2009,,,63,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,11-12-2009,,,63,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,12-12-2009,,,62,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,13-12-2009,,,63,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,14-12-2009,,,63,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,15-12-2009,,,62,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,16-12-2009,,,62,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,17-12-2009,,,60,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,18-12-2009,,,58,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,19-12-2009,,,57,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,20-12-2009,,,58,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,21-12-2009,,,56,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,22-12-2009,,,56,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,23-12-2009,,,57,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,24-12-2009,,,58,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,25-12-2009,,,54,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,26-12-2009,,,56,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,27-12-2009,,,57,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,28-12-2009,,,55,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,29-12-2009,,,54,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,30-12-2009,,,54,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,31-12-2009,,,54,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,01-01-2010,,,56,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,02-01-2010,,,51,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,03-01-2010,,,53,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,04-01-2010,,,51,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,05-01-2010,,,53,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,06-01-2010,,,54,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,07-01-2010,,,53,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,08-01-2010,,,50,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,09-01-2010,,,52,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,10-01-2010,,,47,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,11-01-2010,,,48,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,12-01-2010,,,49,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,13-01-2010,,,51,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,14-01-2010,,,51,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,15-01-2010,,,52,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,16-01-2010,,,54,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,17-01-2010,,,51,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,18-01-2010,,,53,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,19-01-2010,,,54,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,20-01-2010,,,52,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,21-01-2010,,,52,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,22-01-2010,,,54,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,23-01-2010,,,58,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,24-01-2010,,,61,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,25-01-2010,,,64,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,26-01-2010,,,56,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,27-01-2010,,,60,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,28-01-2010,,,67,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,29-01-2010,,,67,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,30-01-2010,,,61,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,31-01-2010,,,59,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,01-02-2010,,,61,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,02-02-2010,,,60,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,03-02-2010,,,60,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,04-02-2010,,,60,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,05-02-2010,,,62,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,06-02-2010,,,67,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,07-02-2010,,,72,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,08-02-2010,,,68,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,09-02-2010,,,63,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,10-02-2010,,,61,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,11-02-2010,,,61,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,12-02-2010,,,63,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,13-02-2010,,,65,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,14-02-2010,,,62,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,15-02-2010,,,61,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,16-02-2010,,,65,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,17-02-2010,,,58,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,18-02-2010,,,61,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,19-02-2010,,,64,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,20-02-2010,,,63,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,21-02-2010,,,67,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,22-02-2010,,,71,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,23-02-2010,,,71,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,24-02-2010,,,70,"H,,S"
IN022023000,"NEW DELHI PALAM, IN",28.567,77.117,233,25-02-2010,,,68,"H,,S"
